ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;WLEINFoL;WLEINFmL;WLMIToL;WLMITmL;WLGUToL;WLGUTmL;WLNZORD
201412;3040513;3;4;5;13;2;610;239;229;59;1370;840;10
201412;3040614;3;4;6;14;2;923;1525;20212;8754;2278;435;106
201412;3040818;3;4;8;18;2;6944;2607;19997;4136;0;0;30
201412;3050919;3;5;9;19;2;0;0;4788;522;10;0;0
201412;3050920;3;5;9;20;2;0;0;2694;1703;2203;409;15
201412;3050923;3;5;9;23;2;3113;1349;2131;2179;0;0;0
201412;3050924;3;5;9;24;2;1364;838;1855;1476;114;0;0
201412;3050925;3;5;9;25;2;0;0;7241;1438;0;0;0
201412;3051017;3;5;10;17;2;285;171;2534;1133;0;0;0
201412;3051021;3;5;10;21;2;0;0;5380;1104;0;0;0
201412;3051022;3;5;10;22;2;0;45;3285;1185;0;0;3
201412;3061126;3;6;11;26;1;8718;5368;53;819;0;0;39
201412;3061131;3;6;11;31;1;6864;2350;54;855;0;0;62
201412;3061227;3;6;12;27;1;5030;3524;4001;1858;0;0;0
201412;3061228;3;6;12;28;1;3067;2662;4595;2059;0;0;3
201412;3061332;3;6;13;32;1;1066;1691;14762;4726;0;0;0
201412;3061429;3;6;14;29;1;3484;1560;4352;767;0;0;0
201412;3061430;3;6;14;30;1;3;423;1843;702;0;0;0
201412;3061434;3;6;14;34;1;3665;1673;740;0;0;0;0
201412;3061435;3;6;14;35;1;1025;1461;665;774;0;0;0
201412;3061441;3;6;14;41;1;0;0;2281;61;0;0;0
201412;3071536;3;7;15;36;1;3242;2538;3774;1107;0;0;0
201412;3071537;3;7;15;37;1;0;0;3320;3569;7516;106;0
201412;3071633;3;7;16;33;1;2230;167;339;0;0;0;0
201412;3071638;3;7;16;38;1;3217;3435;7847;2301;0;0;0
201412;3071639;3;7;16;39;1;31;1870;8708;1714;0;0;0
201412;4010101;4;1;1;1;2;3656;219;5136;1325;3;0;0
201412;4010102;4;1;1;2;2;290;304;129;49;0;0;0
201412;4010103;4;1;1;3;2;1012;291;4423;1905;0;0;0
201412;4020204;4;2;2;4;2;87;0;0;0;24;0;4
201412;4020205;4;2;2;5;2;0;0;0;0;681;583;0
201412;4020206;4;2;2;6;2;0;0;0;0;2459;111;0
201412;4020207;4;2;2;7;2;18;0;0;0;2179;427;0
201412;4020208;4;2;2;8;2;0;0;0;0;2347;493;6
201412;4020209;4;2;2;9;2;0;0;0;0;2535;593;0
201412;4020310;4;2;3;10;2;40;149;224;187;0;0;0
201412;4020311;4;2;3;11;2;0;0;0;0;8404;5749;0
201412;4020312;4;2;3;12;2;0;0;0;0;3948;1085;3
201412;4020313;4;2;3;13;2;0;0;596;1780;2603;2367;0
201412;4020314;4;2;3;14;2;0;6;0;0;0;3;0
201412;4030415;4;3;4;15;1;0;0;1829;917;0;4;0
201412;4030416;4;3;4;16;1;0;0;8168;2108;0;0;0
201412;4030417;4;3;4;17;1;0;0;5390;4144;1209;15;0
201412;4030518;4;3;5;18;1;3118;3580;1760;608;234;13;0
201412;4030519;4;3;5;19;1;420;1046;2596;1419;74;42;0
201412;4030620;4;3;6;20;1;0;249;4839;2319;950;123;0
201412;4030621;4;3;6;21;1;1533;1451;0;0;0;0;0
201412;4030622;4;3;6;22;1;0;0;3460;3106;2842;778;0
201412;4030623;4;3;6;23;1;0;0;1741;652;517;1588;46
201412;4030724;4;3;7;24;1;0;0;0;0;3398;2875;21
201412;4030725;4;3;7;25;1;0;381;0;1221;4383;5837;0
201412;4030726;4;3;7;26;1;0;0;0;117;3872;1418;0
201412;4030827;4;3;8;27;1;0;640;3809;2471;2626;2230;76
201412;4030828;4;3;8;28;1;0;0;0;0;4961;4354;0
201412;4030929;4;3;9;29;1;0;0;1225;620;3064;929;0
201412;4030930;4;3;9;30;1;0;0;0;0;2693;2751;0
201412;4030931;4;3;9;31;1;0;0;0;0;1763;1669;0
201412;4031032;4;3;10;32;1;0;0;1217;492;6031;6898;0
201412;4041133;4;4;11;33;2;0;38;0;0;0;6;0
201412;4041134;4;4;11;34;2;0;0;0;0;3175;1767;37
201412;4041135;4;4;11;35;2;0;0;0;3;2000;759;0
201412;4041136;4;4;11;36;2;0;0;0;0;2427;560;3
201412;4041137;4;4;11;37;2;0;0;3430;1593;1676;1030;0
201412;4041238;4;4;12;38;2;0;0;339;176;4257;775;50
201412;4041239;4;4;12;39;2;6;3;141;36;0;0;0
201412;4041240;4;4;12;40;2;0;0;0;0;1056;495;0
201412;4041241;4;4;12;41;2;0;0;0;0;5769;1183;0
201412;4041342;4;4;13;42;2;0;0;2610;1075;207;82;0
201412;4041343;4;4;13;43;2;0;0;0;0;2968;572;0
201412;4041344;4;4;13;44;2;0;0;916;211;6153;3380;0
201412;4051445;4;5;14;45;1;0;0;484;809;2703;2120;0
201412;4051446;4;5;14;46;1;0;0;0;0;7264;3185;0
201412;4051447;4;5;14;47;1;0;0;0;0;3991;1182;0
201412;4051448;4;5;14;48;1;0;0;0;0;6111;2804;0
201412;4051549;4;5;15;49;1;0;0;1155;1846;449;777;0
201412;4051550;4;5;15;50;1;0;0;0;0;3790;1581;0
201412;4051551;4;5;15;51;1;0;0;145;1226;1333;1566;0
201412;4051652;4;5;16;52;1;0;0;0;0;6447;3043;0
201412;4051653;4;5;16;53;1;0;0;0;0;5404;1219;0
201412;4051654;4;5;16;54;1;0;0;49;124;1784;984;0
201412;4051655;4;5;16;55;1;0;0;0;0;3940;2971;0
201412;4051656;4;5;16;56;1;0;0;0;417;4823;2234;0
201412;4061757;4;6;17;57;2;0;0;46;6;3;12;0
201412;5010101;5;1;1;1;2;4507;2004;3421;27;0;0;0
201412;5010102;5;1;1;2;2;1003;486;3835;347;0;0;0
201412;5010103;5;1;1;3;2;121;51;6218;1023;0;0;0
201412;5010204;5;1;2;4;2;0;0;2895;238;0;0;9
201412;5010205;5;1;2;5;2;1427;476;0;0;0;0;3
201412;5010206;5;1;2;6;2;0;0;8716;1229;0;0;0
201412;5010207;5;1;2;7;2;9024;1305;787;0;0;0;0
201412;5010208;5;1;2;8;2;5567;1897;0;0;0;0;0
201412;5010209;5;1;2;9;2;970;66;2981;1988;0;0;9
201412;5010310;5;1;3;10;2;3135;626;0;0;0;0;0
201412;5010311;5;1;3;11;2;1091;2946;1110;347;0;0;6
201412;5010312;5;1;3;12;2;4676;1593;303;198;0;0;0
201412;5010313;5;1;3;13;2;5098;1190;203;6;0;0;0
201412;5010314;5;1;3;14;2;2637;1460;5581;1987;0;0;6
201412;5010339;5;1;3;39;2;163;285;0;0;0;0;0
201412;5020415;5;2;4;15;2;3412;482;0;0;0;0;6
201412;5020416;5;2;4;16;2;1662;74;0;0;0;0;0
201412;5020417;5;2;4;17;2;4116;668;546;370;0;0;9
201412;5020418;5;2;4;18;2;2873;377;639;79;0;0;3
201412;5020419;5;2;4;19;2;5680;681;515;9;0;0;12
201412;5020420;5;2;4;20;2;741;188;0;0;0;0;0
201412;5020521;5;2;5;21;2;2305;441;0;0;0;0;130
201412;5020522;5;2;5;22;2;4639;1093;1284;98;0;0;3
201412;5020523;5;2;5;23;2;9813;1800;0;0;0;0;0
201412;5020524;5;2;5;24;2;3889;380;1498;279;0;0;36
201412;5020625;5;2;6;25;2;4363;2586;250;218;0;0;0
201412;5020626;5;2;6;26;2;11749;5422;0;0;0;0;3
201412;5020627;5;2;6;27;2;1234;2142;513;0;0;0;0
201412;5020628;5;2;6;28;2;1356;629;0;0;0;0;0
201412;5020629;5;2;6;29;2;141;10;1383;724;1882;230;0
201412;5030730;5;3;7;30;2;1473;464;1717;0;0;0;132
201412;5030731;5;3;7;31;2;2226;803;6736;1734;0;0;0
201412;5030832;5;3;8;32;2;7630;2043;1353;320;0;0;0
201412;5030833;5;3;8;33;2;274;1133;0;0;0;0;0
201412;5040934;5;4;9;34;2;0;0;3538;434;0;0;12
201412;5040935;5;4;9;35;2;0;0;382;36;0;0;0
201412;5040936;5;4;9;36;2;0;0;7163;366;1400;86;309
201412;5040937;5;4;9;37;2;0;0;2031;84;0;0;33
201412;5040938;5;4;9;38;2;0;0;3526;36;0;0;3
201412;6010101;6;1;1;1;2;0;0;0;119;5519;1170;12
201412;6010102;6;1;1;2;2;0;0;1028;1388;4478;1861;0
201412;6010103;6;1;1;3;2;0;0;152;909;3957;1316;0
201412;6010204;6;1;2;4;2;618;139;4520;1547;0;6;0
201412;6010205;6;1;2;5;2;416;581;5969;2652;0;0;9
201412;6010206;6;1;2;6;2;0;0;4469;2164;650;355;0
201412;6010207;6;1;2;7;2;0;0;4664;2647;303;249;0
201412;6010208;6;1;2;8;2;0;0;2234;1366;1758;1029;46
201412;6010209;6;1;2;9;2;0;0;4986;2939;902;215;13
201412;6010210;6;1;2;10;2;0;0;3066;1821;0;0;0
201412;6020301;6;2;3;1;2;0;0;4113;872;0;0;0
201412;6020302;6;2;3;2;2;0;0;2917;1155;1319;0;0
201412;6020303;6;2;3;3;2;0;0;5242;2007;0;0;0
201412;6020304;6;2;3;4;2;0;0;6068;731;88;0;0
201412;6020305;6;2;3;5;2;4841;734;5035;520;0;0;9
201412;6020306;6;2;3;6;2;2864;265;430;137;2437;282;0
201412;6020407;6;2;4;7;2;4134;690;0;0;0;0;0
201412;6020408;6;2;4;8;2;2344;204;2378;1548;0;0;3
201412;6020409;6;2;4;9;2;0;0;1385;1531;3943;1363;0
201412;6020410;6;2;4;10;2;0;0;2943;669;2443;823;6
201412;6020411;6;2;4;11;2;0;0;7752;693;0;0;0
201412;6030501;6;3;5;1;2;0;0;3756;186;1309;331;0
201412;6030502;6;3;5;2;2;0;0;5262;188;0;0;0
201412;6030503;6;3;5;3;2;0;0;3607;2322;3569;1774;0
201412;6030504;6;3;5;4;2;0;0;5412;762;4007;759;18
201412;6030605;6;3;6;5;2;0;0;15;623;4335;1960;0
201412;6030606;6;3;6;6;2;0;0;622;97;2592;1964;0
201412;6030607;6;3;6;7;2;578;897;1166;600;0;0;0
201412;6030608;6;3;6;8;2;0;0;5899;483;5142;443;3
201412;6030609;6;3;6;9;2;0;0;0;0;7750;4088;9
201412;6030610;6;3;6;10;2;0;0;0;0;6771;1388;0
201412;6040701;6;4;7;1;2;0;0;769;89;6959;1801;13
201412;6040702;6;4;7;2;2;0;0;2081;388;2827;64;0
201412;6040703;6;4;7;3;2;0;0;15;25;8194;2479;3
201412;6040804;6;4;8;4;2;0;0;0;0;6520;963;0
201412;6040805;6;4;8;5;2;0;0;1171;0;3250;793;64
201412;6040806;6;4;8;6;2;0;0;0;0;5690;1537;0
201412;6040807;6;4;8;7;2;0;0;0;0;4049;1704;0
201412;6040808;6;4;8;8;2;0;0;0;0;3750;391;9
201412;6040809;6;4;8;9;2;0;0;0;0;3791;1178;0
201412;6040810;6;4;8;10;2;0;0;0;0;5766;1088;0
201412;7010101;7;1;1;1;1;0;0;0;0;6591;2806;0
201412;7010102;7;1;1;2;1;1752;1338;2683;1669;6088;1920;0
201412;7010103;7;1;1;3;1;0;0;3958;1510;3590;898;0
201412;7010104;7;1;1;4;1;6567;3702;1935;1308;0;0;0
201412;7020201;7;2;2;1;1;0;0;0;387;7606;2342;0
201412;7020202;7;2;2;2;1;0;1267;2443;2010;3664;448;0
201412;7020203;7;2;2;3;1;3665;2065;4155;3414;3863;136;0
201412;7020204;7;2;2;4;1;8814;2515;0;0;0;0;66
201412;7030301;7;3;3;1;1;0;0;0;0;15984;7886;0
201412;7030302;7;3;3;2;1;52;269;430;1122;5073;2205;0
201412;7030303;7;3;3;3;1;348;904;7389;3432;0;0;0
201412;7040401;7;4;4;1;2;519;42;7338;4047;3952;1228;0
201412;7040402;7;4;4;2;2;900;92;1043;67;0;0;0
201412;7040403;7;4;4;3;2;113;171;16335;6799;0;0;0
201412;7040404;7;4;4;4;2;0;278;3010;1769;0;0;0
201412;7040405;7;4;4;5;2;1520;2436;4706;1902;0;0;3
