ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;WLEINFoL;WLEINFmL;WLMIToL;WLMITmL;WLGUToL;WLGUTmL;WLNZORD
201912;01011101;01;01;11;01;1;0;0;1157;920;1155;198;15
201912;01011102;01;01;11;02;1;0;9;16;144;19;0;0
201912;01011103;01;01;11;03;1;3;309;3386;1461;0;0;0
201912;01011104;01;01;11;04;1;58;316;3083;1169;0;0;0
201912;01011105;01;01;11;05;1;0;0;0;0;1183;384;0
201912;01011201;01;01;12;01;1;0;0;25;0;1376;993;62
201912;01011202;01;01;12;02;1;0;0;0;0;356;298;0
201912;01011203;01;01;12;03;1;0;0;0;0;524;647;0
201912;01011204;01;01;12;04;1;0;0;1373;187;3152;3749;0
201912;01011301;01;01;13;01;1;21;0;3350;1539;903;1097;0
201912;01011302;01;01;13;02;1;0;0;1358;2303;6112;2767;0
201912;01011303;01;01;13;03;1;0;0;2184;3349;2310;2168;0
201912;01011304;01;01;13;04;1;0;0;3684;5129;0;0;0
201912;01011305;01;01;13;05;1;0;0;1833;2424;2362;1981;178
201912;01011306;01;01;13;06;1;0;0;6416;4374;41;0;0
201912;01011401;01;01;14;01;1;0;0;3923;4912;7982;1383;0
201912;01011402;01;01;14;02;1;0;0;1573;2245;8632;1190;0
201912;01022101;01;02;21;01;1;1058;2466;0;0;0;0;0
201912;01022102;01;02;21;02;1;3724;3085;0;0;0;0;0
201912;01022103;01;02;21;03;1;25;270;0;0;0;0;0
201912;01022104;01;02;21;04;1;14346;4459;0;0;0;0;18
201912;01022105;01;02;21;05;1;2032;3333;0;0;0;0;0
201912;01022106;01;02;21;06;1;0;171;6254;2066;2786;178;4
201912;01022201;01;02;22;01;1;6961;4087;0;0;0;0;0
201912;01022202;01;02;22;02;1;313;2515;383;157;0;0;212
201912;01022203;01;02;22;03;1;4858;2292;0;0;0;0;0
201912;01022204;01;02;22;04;1;25;9;4037;2010;0;0;0
201912;01022205;01;02;22;05;1;2195;1121;0;0;0;0;0
201912;01022206;01;02;22;06;1;0;0;1254;1791;0;0;0
201912;01022207;01;02;22;07;1;0;0;1371;891;1800;1760;0
201912;01033101;01;03;31;01;1;19274;7682;0;0;0;0;0
201912;01033102;01;03;31;02;1;8015;3838;0;0;0;0;0
201912;01033201;01;03;32;01;1;9458;4845;0;0;0;0;0
201912;01033202;01;03;32;02;1;7760;2749;0;0;0;0;0
201912;01033203;01;03;32;03;1;7856;6801;0;0;0;0;0
201912;01044101;01;04;41;01;1;12911;8018;0;0;0;0;0
201912;01044102;01;04;41;02;1;7227;6057;2280;1052;0;0;0
201912;01044103;01;04;41;03;1;6431;2378;0;0;0;0;0
201912;01044201;01;04;42;01;1;13062;10978;0;0;0;0;63
201912;01044202;01;04;42;02;1;14993;2159;0;0;0;0;36
201912;01044203;01;04;42;03;1;12086;3972;0;0;0;0;0
201912;02010101;02;01;01;01;1;3441;2754;287;0;0;0;0
201912;02010102;02;01;01;02;1;8834;4936;0;0;0;0;0
201912;02010103;02;01;01;03;1;10796;4387;0;0;0;0;0
201912;02010104;02;01;01;04;1;3071;2024;0;0;0;0;0
201912;02020201;02;02;02;01;1;789;202;266;603;0;0;0
201912;02020202;02;02;02;02;1;825;1036;2223;1953;0;0;0
201912;02020203;02;02;02;03;1;0;290;3931;6744;0;0;0
201912;02020204;02;02;02;04;1;0;0;7203;5454;0;0;0
