ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;WLEINFoL;WLEINFmL;WLMIToL;WLMITmL;WLGUToL;WLGUTmL;WLNZORD
202012;04020204;04;02;02;04;2;0;0;105;0;73;0;0
202012;04020205;04;02;02;05;2;0;0;825;43;113;320;3
202012;04020206;04;02;02;06;2;0;0;0;0;2628;204;0
202012;04020207;04;02;02;07;2;0;0;15;0;2039;515;0
202012;04020208;04;02;02;08;2;0;0;0;0;2471;492;0
202012;04020209;04;02;02;09;2;0;0;0;0;2614;526;0
202012;04020310;04;02;03;10;2;0;25;32;420;210;119;0
202012;04020311;04;02;03;11;2;0;0;0;0;8812;5933;0
202012;04020312;04;02;03;12;2;0;0;0;0;4373;1191;9
202012;04020313;04;02;03;13;2;0;0;203;1212;2854;2936;7
202012;04020314;04;02;03;14;2;0;0;0;3;0;3;0
202012;04030415;04;03;04;15;1;0;0;1830;1499;0;0;0
202012;04030416;04;03;04;16;1;0;0;8035;2299;0;0;0
202012;04030417;04;03;04;17;1;0;0;6595;3801;77;313;0
202012;04030518;04;03;05;18;1;725;663;4586;3663;0;0;0
202012;04030519;04;03;05;19;1;1366;1002;1987;1575;0;0;0
202012;04030620;04;03;06;20;1;0;0;6063;2796;0;0;0
202012;04030621;04;03;06;21;1;1762;1507;157;3;0;0;0
202012;04030622;04;03;06;22;1;0;0;6838;3973;0;0;0
202012;04030623;04;03;06;23;1;0;0;2319;2727;0;0;111
202012;04030724;04;03;07;24;1;0;0;0;0;3658;2830;0
202012;04030725;04;03;07;25;1;0;0;0;373;5293;6476;0
202012;04030726;04;03;07;26;1;0;0;0;0;4605;1036;0
202012;04030827;04;03;08;27;1;0;0;3369;3171;3284;2331;0
202012;04030828;04;03;08;28;1;0;0;882;545;4476;3635;0
202012;04030929;04;03;09;29;1;0;0;439;343;4248;934;0
202012;04030930;04;03;09;30;1;0;0;0;0;3010;2587;0
202012;04030931;04;03;09;31;1;0;0;0;0;2014;1567;0
202012;04031032;04;03;10;32;1;0;0;1657;1362;6465;6118;0
202012;04041133;04;04;11;33;2;0;0;0;30;0;80;0
202012;04041134;04;04;11;34;2;0;0;0;0;3739;1731;0
202012;04041135;04;04;11;35;2;0;0;0;0;2197;589;0
